what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374618705807
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1374618705807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374618710891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374618735772
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1374618743082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374618746999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1374618758584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374618760712
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374618761040
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374618761172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1374618762244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1374618762463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1374618763507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1374618767166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374618769112
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374618772545
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374618773219
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374618788043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374618816503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374618827397
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374618829118
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374618829858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374618841711
