what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.7",1374631400568
java.vendor,sysinfo,,,"Oracle Corporation",1374631400568
java.version,sysinfo,,,"1.7.0_21",1374631400568
java.vm.info,sysinfo,,,"mixed mode",1374631400568
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1374631400568
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1374631400568
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1374631400568
java.vm.specification.version,sysinfo,,,"1.7",1374631400568
java.vm.vendor,sysinfo,,,"Oracle Corporation",1374631400568
java.vm.version,sysinfo,,,"23.21-b01",1374631400568
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1374631401761
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1374631401779
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1374631405353
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1374631405500
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1374631405501
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1374631405548
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1374631411255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631420826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631423310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1374631423326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1374631423326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631424078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631430161
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374631430200
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1374631433072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631434387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631440194
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1374631443874
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374631444252
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374631444378
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374631446406
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374631446408
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1374631448049
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374631448326
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374631448465
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1374631448626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631454069
started,bundle,org.eclipse.wb.runtime.lib,1.6.0.r37x201305211944,"org.eclipse.wb.runtime.lib",1374631454333
started,bundle,org.eclipse.wb.swt,1.6.0.r37x201305212024,"org.eclipse.wb.swt",1374631454426
started,bundle,org.eclipse.wb.rcp,1.6.0.r37x201305212028,"org.eclipse.wb.rcp",1374631454429
started,bundle,org.eclipse.wb.rcp.nebula,1.6.0.r37x201305212028,"org.eclipse.wb.rcp.nebula",1374631454486
started,bundle,org.eclipse.wb.swing,1.6.0.r37x201305212042,"org.eclipse.wb.swing",1374631454494
started,bundle,org.eclipse.wb.swing.FormLayout,1.6.0.r37x201305212042,"org.eclipse.wb.swing.FormLayout",1374631454515
started,bundle,org.eclipse.wb.xwt,1.6.0.r37x201305212050,"org.eclipse.wb.xwt",1374631454531
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1374631454646
started,bundle,org.eclipse.pde,3.7.2.v201202080800,"org.eclipse.pde",1374631454679
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1374631454737
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1374631454742
started,bundle,org.eclipse.wb.rcp.swing2swt,1.6.0.r37x201305212028,"org.eclipse.wb.rcp.swing2swt",1374631456917
started,bundle,org.eclipse.wb.core.databinding,1.6.0.r37x201305211947,"org.eclipse.wb.core.databinding",1374631457307
started,bundle,org.eclipse.wb.swing.MigLayout.lib,1.6.0.r37x201305212042,"org.eclipse.wb.swing.MigLayout.lib",1374631458009
started,bundle,org.eclipse.wb.swing.MigLayout,1.6.0.r37x201305212042,"org.eclipse.wb.swing.MigLayout",1374631458010
started,bundle,org.eclipse.wb.swing.java6,1.6.0.r37x201305212042,"org.eclipse.wb.swing.java6",1374631458029
started,bundle,org.eclipse.wb.layout.group,1.6.0.r37x201305212007,"org.eclipse.wb.layout.group",1374631458074
started,bundle,org.eclipse.wb.swing.jsr296,1.6.0.r37x201305212042,"org.eclipse.wb.swing.jsr296",1374631458637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631460111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631460161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631460173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631499242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631583095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374631584871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1374631587604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1374631588903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1374631591089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1374631597980
