what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620394063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620394613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374620417296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620425206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620451187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620464990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620480130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620481669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620540179
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620541765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620541878
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1374620543672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1374620543811
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620545440
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620546032
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374620587127
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1374620587715
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620588820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620590521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620591918
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374620599244
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1374620599796
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620606273
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1374620606292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620607618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620624490
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1374620625960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620635123
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620639591
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620640507
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620641416
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620642255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620644530
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620667662
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620672889
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620673609
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1374620676286
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620678195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1374620689088
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620689940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1374620693160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374620703349
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1374620713815
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620722179
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620723615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620724504
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374620728797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620728847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620730443
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374620731519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620731559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620732334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620732898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620734458
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620759276
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620763022
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620764028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620768066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1374620768090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620771009
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620771161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620772623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620775713
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620775849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620776787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620783510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1374620789576
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620790471
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620792391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1374620798632
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620799919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1374620802279
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1374620806390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620807145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620807436
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1374620810618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620811999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620813680
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620817378
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620819770
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620824594
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620830644
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620837910
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620842920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620845431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620846147
executed,command,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.command.openTask",1374620846155
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1374620846653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620846703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620848501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620849238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1374620854268
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1374620855434
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620865145
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1374620865735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1374620869618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1374620873045
